6.466692637319828435e-03,1.293338527463965687e-02,8.414491624464354863e-03,6.153876119984417192e-01,1.889365017530190982e-02,9.037787300350604014e-03,6.147253603428125962e-02,1.340085703155434287e-02,5.453837164004674649e-04,2.502921698480716772e-01,1.597195169458511931e-03,1.558239189715621359e-03
1.201133813629384622e-01,1.416085980866894911e-01,6.389512223928191237e-02,1.789299633872682149e-01,6.306838313452226008e-02,1.113735679697649694e-01,1.307428841384197515e-01,2.137711113735679680e-02,9.383488839022086081e-02,5.285224991142081080e-02,2.019605527341443094e-02,2.007794968702019452e-03
1.413529496610413903e-02,8.178277801817394888e-02,9.375450742824174150e-03,9.086975335352661179e-03,5.928169623539593369e-02,4.961777008510024484e-02,7.321505841627001798e-01,8.654262224145391289e-04,1.182749170633203527e-02,9.231213039088418532e-03,2.250108178277801865e-02,1.442377037357565396e-04
1.411717253201573083e-02,2.645961480286376788e-01,1.774730261167691697e-02,2.121777419246412000e-01,2.282276226009209708e-02,2.286477765453261979e-01,1.440119659843366595e-01,9.713959194648919687e-03,5.251924305065375914e-02,1.568014520520318728e-02,1.747840408725757216e-02,4.873785755100669111e-04
8.066906627143764774e-02,1.398475545204319326e-01,3.631166631378360959e-02,4.022866821935210807e-02,9.633707389371162777e-02,1.382595807749311956e-01,2.589455854329875129e-01,1.556214270590726249e-02,1.376243912767308869e-02,1.503281812407368245e-01,2.943044674994706872e-02,3.175947491001482131e-04
4.429885903570114358e-01,1.140964298859035650e-02,4.968715495031284651e-02,2.871917556128082416e-01,1.365476628634523446e-02,1.895472948104526961e-02,3.853514906146485175e-02,3.905042326094957522e-02,1.324990798675009223e-03,8.457857931542142604e-02,1.221935958778064095e-02,4.048582995951416829e-04
1.767976278724981420e-01,7.159624413145540545e-02,3.901037805782060774e-02,1.111625895725228547e-01,9.571905114899925682e-02,1.654929577464788748e-01,1.935693106004447717e-01,1.260192735359525612e-02,1.201507289350135961e-02,5.837657524091920125e-02,6.344205584383494356e-02,2.162095379293303688e-04
1.059564719358533844e-02,2.534364261168384758e-01,5.441008018327605708e-03,3.811569301260022691e-01,3.207331042382588482e-02,1.400343642611683870e-01,4.410080183276059856e-02,2.348224513172966765e-02,3.379152348224512964e-02,6.844215349369989210e-02,6.872852233676975814e-03,5.727376861397480206e-04
1.570135746606334815e-01,2.307692307692307820e-02,5.263951734539969868e-02,2.894419306184012330e-01,8.808446455505279660e-02,6.772247360482654133e-02,1.601809954751131360e-01,1.960784313725490169e-02,6.033182503770739315e-04,1.174962292609351422e-01,2.368024132730014997e-02,4.524886877828054486e-04
6.091246878235975076e-03,8.941950417250410510e-02,2.436498751294390031e-03,6.744228543582871938e-01,7.674971066577328770e-03,7.973442163610891531e-02,1.553267953950173558e-02,1.285253091307790758e-02,3.331912042395078488e-02,5.926783212523603628e-02,1.857830297861972485e-02,6.700371566059572150e-04
8.467900748326112614e-02,4.667191807798345971e-02,3.347774714454509852e-03,4.155179204411185712e-02,3.072075620322961900e-02,8.901142181961402278e-02,6.602993304450570644e-01,7.286333202048050038e-03,8.074044899566758596e-03,1.910200866482867146e-02,8.861756597085466286e-03,3.938558487593540620e-04
7.518796992481202590e-03,2.556390977443608881e-01,3.759398496240601295e-03,1.052631578947368363e-01,1.503759398496240518e-02,7.142857142857142461e-02,5.263157894736841813e-02,7.518796992481202590e-03,2.255639097744360777e-02,7.518796992481202590e-03,7.518796992481202590e-03,4.436090225563909528e-01
